timestamp,pwm,voltage,current,esc_temperature
73.4,1750,15.95,10.43,21.5
73.5,1750,15.95,10.35,21.5
73.6,1750,15.95,10.42,21.5
73.7,1750,15.96,10.38,21.6
73.8,1750,15.96,10.37,21.6
73.9,1750,15.96,10.42,21.6
74.0,1750,15.96,10.35,21.6
74.1,1750,15.96,10.42,21.6
74.2,1750,15.96,10.37,21.6
74.3,1750,15.97,10.38,21.7
74.4,1750,15.97,10.41,21.7
74.5,1750,15.97,10.35,21.6
74.6,1750,15.97,10.43,21.6
74.7,1750,15.98,10.36,21.7
74.8,1750,15.98,10.39,21.8
74.9,1750,15.98,10.41,21.7
75.0,1750,15.98,10.35,21.7
75.1,1750,15.99,10.43,21.7
75.2,1750,15.99,10.35,21.8
75.3,1750,15.99,10.40,21.8
75.4,1750,15.99,10.40,21.8
75.5,1750,16.00,10.36,21.8
75.6,1750,16.00,10.43,21.8
75.7,1750,16.00,10.35,21.9
75.8,1750,16.00,10.41,21.9
75.9,1750,16.01,10.38,21.9
76.0,1750,16.01,10.37,21.8
76.1,1750,16.01,10.42,21.9
76.2,1750,16.01,10.35,21.9
76.3,1750,16.01,10.42,22.0
76.4,1750,16.02,10.37,21.9
76.5,1750,16.02,10.38,21.9
76.6,1750,16.02,10.42,21.9
76.7,1750,16.02,10.35,22.0
76.8,1750,16.02,10.43,22.0
76.9,1750,16.03,10.36,22.0
77.0,1750,16.03,10.39,22.0
77.1,1750,16.03,10.41,22.0
77.2,1750,16.03,10.35,22.1
77.3,1750,16.03,10.43,22.1
77.4,1750,16.03,10.36,22.0
77.5,1750,16.04,10.40,22.0
77.6,1750,16.04,10.40,22.1
77.7,1750,16.04,10.36,22.1
77.8,1750,16.04,10.43,22.1
77.9,1750,16.04,10.35,22.1
78.0,1750,16.04,10.41,22.1
78.1,1750,16.04,10.39,22.2
78.2,1750,16.04,10.37,22.2
78.3,1750,16.04,10.42,22.2
78.4,1750,16.04,10.35,22.2
78.5,1750,16.04,10.42,22.2
78.6,1750,16.04,10.38,22.2
78.7,1750,16.04,10.38,22.3
78.8,1750,16.04,10.42,22.3
78.9,1750,16.04,10.35,22.2
79.0,1750,16.04,10.42,22.2
79.1,1750,16.04,10.37,22.3
79.2,1750,16.04,10.39,22.3
79.3,1750,16.04,10.41,22.3
79.4,1750,16.04,10.35,22.3
79.5,1750,16.04,10.43,22.3
79.6,1750,16.04,10.36,22.4
79.7,1750,16.03,10.40,22.4
79.8,1750,16.03,10.40,22.4
79.9,1750,16.03,10.36,22.3
80.0,1750,16.03,10.43,22.4
80.1,1750,16.03,10.35,22.4
80.2,1750,16.03,10.41,22.5
80.3,1750,16.02,10.39,22.4
80.4,1750,16.02,10.36,22.4
80.5,1750,16.02,10.43,22.4
80.6,1750,16.02,10.35,22.5
80.7,1750,16.02,10.42,22.5
80.8,1750,16.01,10.38,22.5
80.9,1750,16.01,10.37,22.5
81.0,1750,16.01,10.42,22.5
81.1,1750,16.01,10.35,22.6
81.2,1750,16.00,10.42,22.6
81.3,1750,16.00,10.37,22.5
81.4,1750,16.00,10.38,22.5
81.5,1750,16.00,10.41,22.6
81.6,1750,15.99,10.35,22.6
81.7,1750,15.99,10.43,22.6
81.8,1750,15.99,10.36,22.6
81.9,1750,15.99,10.39,22.6
82.0,1750,15.98,10.41,22.6
82.1,1750,15.98,10.35,22.7
82.2,1750,15.98,10.43,22.7
82.3,1750,15.98,10.35,22.7
82.4,1750,15.98,10.40,22.6
82.5,1750,15.97,10.40,22.7
82.6,1750,15.97,10.36,22.8
82.7,1750,15.97,10.43,22.8
82.8,1750,15.97,10.35,22.7
82.9,1750,15.96,10.41,22.7
83.0,1750,15.96,10.38,22.8
83.1,1750,15.96,10.37,22.8
83.2,1750,15.96,10.42,22.8
83.3,1750,15.96,10.35,22.8
83.4,1750,15.95,10.42,22.8
83.5,1750,15.95,10.37,22.8
83.6,1750,15.95,10.38,22.9
83.7,1750,15.95,10.42,22.9
83.8,1750,15.95,10.35,22.8
83.9,1750,15.95,10.43,22.8
84.0,1750,15.95,10.36,22.9
84.1,1750,15.95,10.39,22.9
84.2,1750,15.95,10.41,22.9
84.3,1750,15.94,10.35,22.9
84.4,1750,15.94,10.43,22.9
84.5,1750,15.94,10.36,23.0
84.6,1750,15.94,10.40,23.0
84.7,1750,15.94,10.40,23.0
84.8,1750,15.94,10.36,22.9
84.9,1750,15.94,10.43,23.0
85.0,1750,15.94,10.35,23.0
85.1,1750,15.94,10.41,23.1
85.2,1750,15.94,10.39,23.0
85.3,1750,15.94,10.37,23.0
85.4,1750,15.94,10.42,23.0
85.5,1750,15.95,10.35,23.1
85.6,1750,15.95,10.42,23.1
85.7,1750,15.95,10.38,23.1
85.8,1750,15.95,10.38,23.0
85.9,1750,15.95,10.42,23.1
86.0,1750,15.95,10.35,23.2
86.1,1750,15.95,10.42,23.2
86.2,1750,15.95,10.37,23.1
86.3,1750,15.96,10.39,23.1
86.4,1750,15.96,10.41,23.1
86.5,1750,15.96,10.35,23.2
86.6,1750,15.96,10.43,23.2
86.7,1750,15.96,10.36,23.2
86.8,1750,15.97,10.40,23.2
86.9,1750,15.97,10.40,23.2
87.0,1750,15.97,10.36,23.3
87.1,1750,15.97,10.43,23.3
87.2,1750,15.97,10.35,23.2
87.3,1750,15.98,10.41,23.2
87.4,1750,15.98,10.39,23.3
87.5,1750,15.98,10.36,23.3
87.6,1750,15.98,10.43,23.3
87.7,1750,15.99,10.35,23.3
87.8,1750,15.99,10.42,23.3
87.9,1750,15.99,10.38,23.3
88.0,1750,15.99,10.37,23.4
88.1,1750,16.00,10.42,23.4
88.2,1750,16.00,10.35,23.3
88.3,1750,16.00,10.42,23.3
88.4,1750,16.00,10.37,23.4
88.5,1750,16.01,10.38,23.5
88.6,1750,16.01,10.41,23.4
88.7,1750,16.01,10.35,23.4
88.8,1750,16.01,10.43,23.4
88.9,1750,16.02,10.36,23.5
89.0,1750,16.02,10.39,23.5
89.1,1750,16.02,10.41,23.5
89.2,1750,16.02,10.35,23.4
89.3,1750,16.02,10.43,23.5
89.4,1750,16.03,10.35,23.5
89.5,1750,16.03,10.40,23.6
89.6,1750,16.03,10.40,23.5
89.7,1750,16.03,10.36,23.5
89.8,1750,16.03,10.43,23.5
89.9,1750,16.03,10.35,23.6
90.0,1750,16.04,10.41,23.6
90.1,1750,16.04,10.38,23.6
90.2,1750,16.04,10.37,23.5
90.3,1750,16.04,10.42,23.6
90.4,1750,16.04,10.35,23.6
90.5,1750,16.04,10.42,23.7
90.6,1750,16.04,10.37,23.6
90.7,1750,16.04,10.38,23.6
90.8,1750,16.04,10.42,23.6
90.9,1750,16.04,10.35,23.7
91.0,1750,16.04,10.43,23.7
91.1,1750,16.04,10.36,23.7
91.2,1750,16.04,10.39,23.6
91.3,1750,16.04,10.41,23.7
91.4,1750,16.04,10.35,23.8
91.5,1750,16.04,10.43,23.8
91.6,1750,16.04,10.36,23.7
91.7,1750,16.04,10.40,23.7
91.8,1750,16.04,10.40,23.8
91.9,1750,16.04,10.36,23.8
92.0,1750,16.04,10.43,23.8
92.1,1750,16.04,10.35,23.8
92.2,1750,16.04,10.41,23.8
92.3,1750,16.03,10.39,23.8
92.4,1750,16.03,10.37,23.9
92.5,1750,16.03,10.42,23.9
92.6,1750,16.03,10.35,23.8
92.7,1750,16.03,10.42,23.8
92.8,1750,16.03,10.38,23.9
92.9,1750,16.02,10.38,23.9
93.0,1750,16.02,10.42,23.9
93.1,1750,16.02,10.35,23.9
93.2,1750,16.02,10.42,23.9
93.3,1750,16.02,10.37,23.9
93.4,1750,16.01,10.39,24.0
93.5,1750,16.01,10.41,24.0
93.6,1750,16.01,10.35,23.9
93.7,1750,16.01,10.43,23.9
93.8,1750,16.00,10.36,24.0
93.9,1750,16.00,10.40,24.0
94.0,1750,16.00,10.40,24.0
94.1,1750,16.00,10.36,24.0
94.2,1750,15.99,10.43,24.0
94.3,1750,15.99,10.35,24.0
94.4,1750,15.99,10.41,24.1
94.5,1750,15.99,10.39,24.0
94.6,1750,15.98,10.36,24.0
94.7,1750,15.98,10.43,24.0
94.8,1750,15.98,10.35,24.1
94.9,1750,15.98,10.42,24.1
95.0,1750,15.97,10.38,24.1
95.1,1750,15.97,10.37,24.0
95.2,1750,15.97,10.42,24.1
95.3,1750,15.97,10.35,24.2
95.4,1750,15.97,10.42,24.2
95.5,1750,15.96,10.37,24.1
95.6,1750,15.96,10.38,24.1
95.7,1750,15.96,10.41,24.1
95.8,1750,15.96,10.35,24.2
95.9,1750,15.96,10.43,24.2
96.0,1750,15.95,10.36,24.2
96.1,1750,15.95,10.39,24.1
96.2,1750,15.95,10.41,24.2
96.3,1750,15.95,10.35,24.3
96.4,1750,15.95,10.43,24.3
96.5,1750,15.95,10.35,24.2
96.6,1750,15.95,10.40,24.2
96.7,1750,15.95,10.40,24.3
96.8,1750,15.94,10.36,24.3
96.9,1750,15.94,10.43,24.3
97.0,1750,15.94,10.35,24.3
97.1,1750,15.94,10.41,24.2
97.2,1750,15.94,10.38,24.3
97.3,1750,15.94,10.37,24.4
97.4,1750,15.94,10.42,24.4
97.5,1750,15.94,10.35,24.3
97.6,1750,15.94,10.42,24.3
97.7,1750,15.94,10.37,24.4
97.8,1750,15.94,10.38,24.4
97.9,1750,15.94,10.42,24.4
98.0,1750,15.94,10.35,24.3
98.1,1750,15.95,10.43,24.4
98.2,1750,15.95,10.36,24.4
98.3,1750,15.95,10.39,24.5
98.4,1750,15.95,10.41,24.4
98.5,1750,15.95,10.35,24.4
98.6,1750,15.95,10.43,24.4
98.7,1750,15.95,10.36,24.5
98.8,1750,15.95,10.40,24.5
98.9,1750,15.96,10.40,24.5
99.0,1750,15.96,10.36,24.4
99.1,1750,15.96,10.43,24.5
99.2,1750,15.96,10.35,24.5
99.3,1750,15.96,10.41,24.6
99.4,1750,15.97,10.39,24.5
99.5,1750,15.97,10.37,24.5
99.6,1750,15.97,10.42,24.5
99.7,1750,15.97,10.35,24.6
99.8,1750,15.97,10.42,24.6
99.9,1750,15.98,10.38,24.6
100.0,1750,15.98,10.38,24.5
100.1,1749,15.98,10.35,24.6
100.2,1748,15.99,10.20,24.6
100.3,1747,15.99,10.21,24.6
100.4,1746,16.00,10.08,24.6
100.5,1745,16.00,10.02,24.6
100.6,1744,16.00,9.98,24.6
100.7,1743,16.01,9.85,24.7
100.8,1742,16.01,9.85,24.7
100.9,1741,16.01,9.71,24.6
101.0,1740,16.02,9.68,24.6
101.1,1739,16.02,9.61,24.7
101.2,1738,16.03,9.50,24.7
101.3,1737,16.03,9.50,24.7
101.4,1736,16.03,9.36,24.7
101.5,1735,16.04,9.34,24.6
101.6,1734,16.04,9.25,24.7
101.7,1733,16.04,9.16,24.7
101.8,1732,16.05,9.15,24.7
101.9,1731,16.05,9.01,24.7
102.0,1730,16.05,9.00,24.7
102.1,1729,16.06,8.90,24.7
102.2,1728,16.06,8.83,24.8
102.3,1727,16.06,8.81,24.7
102.4,1726,16.07,8.67,24.7
102.5,1725,16.07,8.67,24.7
102.6,1724,16.07,8.55,24.7
102.7,1723,16.07,8.50,24.8
102.8,1722,16.08,8.46,24.8
102.9,1721,16.08,8.33,24.7
103.0,1720,16.08,8.35,24.7
103.1,1719,16.08,8.22,24.8
103.2,1718,16.09,8.18,24.8
103.3,1717,16.09,8.13,24.8
103.4,1716,16.09,8.01,24.7
103.5,1715,16.09,8.02,24.7
103.6,1714,16.09,7.88,24.8
103.7,1713,16.09,7.87,24.8
103.8,1712,16.09,7.80,24.8
103.9,1711,16.10,7.70,24.7
104.0,1710,16.10,7.70,24.7
104.1,1709,16.10,7.56,24.8
104.2,1708,16.10,7.56,24.8
104.3,1707,16.10,7.47,24.8
104.4,1706,16.10,7.39,24.7
104.5,1705,16.10,7.38,24.8
104.6,1704,16.10,7.24,24.8
104.7,1703,16.10,7.25,24.8
104.8,1702,16.10,7.15,24.8
104.9,1701,16.10,7.09,24.7
105.0,1700,16.10,7.07,24.8
105.1,1699,16.10,6.94,24.8
105.2,1698,16.10,6.95,24.8
105.3,1697,16.10,6.83,24.8
105.4,1696,16.10,6.80,24.7
105.5,1695,16.10,6.76,24.8
105.6,1694,16.10,6.64,24.8
105.7,1693,16.09,6.66,24.8
105.8,1692,16.09,6.53,24.8
105.9,1691,16.09,6.51,24.7
106.0,1690,16.09,6.45,24.8
106.1,1689,16.09,6.35,24.8
106.2,1688,16.09,6.36,24.8
106.3,1687,16.09,6.23,24.7
106.4,1686,16.09,6.23,24.7
106.5,1685,16.09,6.15,24.8
106.6,1684,16.08,6.07,24.8
106.7,1683,16.08,6.07,24.8
106.8,1682,16.08,5.94,24.7
106.9,1681,16.08,5.95,24.7
107.0,1680,16.08,5.86,24.8
107.1,1679,16.08,5.80,24.8
107.2,1678,16.08,5.79,24.8
107.3,1677,16.07,5.66,24.7
107.4,1676,16.07,5.68,24.7
107.5,1675,16.07,5.57,24.8
107.6,1674,16.07,5.53,24.8
107.7,1673,16.07,5.50,24.8
107.8,1672,16.07,5.39,24.7
107.9,1671,16.07,5.41,24.7
108.0,1670,16.07,5.29,24.8
108.1,1669,16.07,5.27,24.8
108.2,1668,16.06,5.22,24.7
108.3,1667,16.06,5.12,24.7
108.4,1666,16.06,5.14,24.7
108.5,1665,16.06,5.01,24.7
108.6,1664,16.06,5.02,24.8
108.7,1663,16.06,4.95,24.7
108.8,1662,16.06,4.87,24.7
108.9,1661,16.06,4.88,24.7
109.0,1660,16.06,4.75,24.7
109.1,1659,16.06,4.77,24.7
109.2,1658,16.06,4.68,24.7
109.3,1657,16.06,4.62,24.6
109.4,1656,16.06,4.62,24.7
109.5,1655,16.06,4.49,24.7
109.6,1654,16.06,4.52,24.7
109.7,1653,16.06,4.42,24.7
109.8,1652,16.06,4.38,24.6
109.9,1651,16.06,4.36,24.7
110.0,1650,16.06,5.31,24.7
110.1,1650,16.06,5.39,24.7
110.2,1650,16.07,5.33,24.6
110.3,1650,16.07,5.36,24.6
110.4,1650,16.07,5.37,24.6
110.5,1650,16.07,5.32,24.7
110.6,1650,16.07,5.39,24.7
110.7,1650,16.07,5.32,24.6
110.8,1650,16.07,5.37,24.6
110.9,1650,16.07,5.36,24.6
111.0,1650,16.07,5.33,24.7
111.1,1650,16.07,5.39,24.7
111.2,1650,16.07,5.32,24.6
111.3,1650,16.08,5.38,24.6
111.4,1650,16.08,5.35,24.6
111.5,1650,16.08,5.33,24.7
111.6,1650,16.08,5.39,24.7
111.7,1650,16.08,5.31,24.6
111.8,1650,16.08,5.39,24.6
111.9,1650,16.09,5.34,24.6
112.0,1650,16.09,5.34,24.7
112.1,1650,16.09,5.38,24.6
112.2,1650,16.09,5.31,24.6
112.3,1650,16.10,5.39,24.6
112.4,1650,16.10,5.33,24.6
112.5,1650,16.10,5.36,24.7
112.6,1650,16.10,5.37,24.6
112.7,1650,16.10,5.32,24.6
112.8,1650,16.11,5.39,24.6
112.9,1650,16.11,5.32,24.6
113.0,1650,16.11,5.37,24.6
113.1,1650,16.11,5.36,24.6
113.2,1650,16.12,5.32,24.5
113.3,1650,16.12,5.39,24.5
113.4,1650,16.12,5.32,24.6
113.5,1650,16.12,5.38,24.6
113.6,1650,16.13,5.35,24.6
113.7,1650,16.13,5.33,24.5
113.8,1650,16.13,5.39,24.5
113.9,1650,16.13,5.31,24.6
114.0,1650,16.14,5.38,24.6
114.1,1650,16.14,5.34,24.6
114.2,1650,16.14,5.34,24.5
114.3,1650,16.14,5.38,24.5
114.4,1650,16.14,5.31,24.6
114.5,1650,16.15,5.39,24.6
114.6,1650,16.15,5.33,24.5
114.7,1650,16.15,5.35,24.5
114.8,1650,16.15,5.38,24.5
114.9,1650,16.15,5.32,24.6
115.0,1650,16.16,5.39,24.6
115.1,1650,16.16,5.32,24.5
115.2,1650,16.16,5.36,24.5
115.3,1650,16.16,5.37,24.5
115.4,1650,16.16,5.32,24.6
115.5,1650,16.16,5.39,24.6
115.6,1650,16.16,5.32,24.5
115.7,1650,16.16,5.37,24.5
115.8,1650,16.16,5.36,24.5
115.9,1650,16.16,5.33,24.6
116.0,1650,16.16,5.39,24.5
116.1,1650,16.16,5.31,24.5
116.2,1650,16.16,5.38,24.5
116.3,1650,16.16,5.35,24.5
116.4,1650,16.16,5.34,24.6
116.5,1650,16.16,5.39,24.5
116.6,1650,16.16,5.31,24.5
116.7,1650,16.16,5.39,24.5
116.8,1650,16.16,5.34,24.5
116.9,1650,16.16,5.35,24.5
117.0,1650,16.16,5.38,24.5
117.1,1650,16.16,5.31,24.4
117.2,1650,16.16,5.39,24.4
117.3,1650,16.16,5.33,24.5
117.4,1650,16.16,5.36,24.5
117.5,1650,16.16,5.37,24.5
117.6,1650,16.15,5.32,24.4
117.7,1650,16.15,5.39,24.4
117.8,1650,16.15,5.32,24.5
117.9,1650,16.15,5.37,24.5
118.0,1650,16.15,5.36,24.5
118.1,1650,16.14,5.33,24.4
118.2,1650,16.14,5.39,24.4
118.3,1650,16.14,5.32,24.5
118.4,1650,16.14,5.38,24.5
118.5,1650,16.14,5.35,24.5
118.6,1650,16.13,5.33,24.4
118.7,1650,16.13,5.39,24.4
118.8,1650,16.13,5.31,24.5
118.9,1650,16.13,5.39,24.5
119.0,1650,16.12,5.34,24.4
119.1,1650,16.12,5.34,24.4
119.2,1650,16.12,5.38,24.4
119.3,1650,16.12,5.31,24.5
119.4,1650,16.11,5.39,24.5
119.5,1650,16.11,5.33,24.4
119.6,1650,16.11,5.36,24.4
119.7,1650,16.11,5.37,24.4
119.8,1650,16.10,5.32,24.5
119.9,1650,16.10,5.39,24.5
120.0,1650,16.10,5.32,24.4
120.1,1650,16.10,5.37,24.4
120.2,1650,16.09,5.36,24.4
120.3,1650,16.09,5.32,24.5
120.4,1650,16.09,5.39,24.4
120.5,1650,16.09,5.32,24.4
120.6,1650,16.09,5.38,24.4
120.7,1650,16.08,5.35,24.4
120.8,1650,16.08,5.33,24.4
120.9,1650,16.08,5.39,24.4
121.0,1650,16.08,5.31,24.4
121.1,1650,16.08,5.38,24.3
121.2,1650,16.08,5.34,24.4
121.3,1650,16.07,5.34,24.4
121.4,1650,16.07,5.38,24.4
121.5,1650,16.07,5.31,24.3
121.6,1650,16.07,5.39,24.3
121.7,1650,16.07,5.33,24.4
121.8,1650,16.07,5.35,24.4
121.9,1650,16.07,5.38,24.4
122.0,1650,16.07,5.32,24.3
122.1,1650,16.07,5.39,24.3
122.2,1650,16.07,5.32,24.4
122.3,1650,16.06,5.36,24.4
122.4,1650,16.06,5.37,24.4
122.5,1650,16.06,5.32,24.3
122.6,1650,16.06,5.39,24.3
122.7,1650,16.06,5.32,24.4
122.8,1650,16.07,5.37,24.4
122.9,1650,16.07,5.36,24.4
123.0,1650,16.07,5.33,24.3
123.1,1650,16.07,5.39,24.3
123.2,1650,16.07,5.31,24.4
123.3,1650,16.07,5.38,24.4
123.4,1650,16.07,5.35,24.3
123.5,1650,16.07,5.34,24.3
123.6,1650,16.07,5.39,24.3
123.7,1650,16.07,5.31,24.4
123.8,1650,16.07,5.39,24.4
123.9,1650,16.08,5.34,24.3
124.0,1650,16.08,5.35,24.3
124.1,1650,16.08,5.38,24.3
124.2,1650,16.08,5.31,24.4
124.3,1650,16.08,5.39,24.4
124.4,1650,16.09,5.33,24.3
124.5,1650,16.09,5.36,24.3
124.6,1650,16.09,5.37,24.3
124.7,1650,16.09,5.32,24.4
124.8,1650,16.09,5.39,24.3
124.9,1650,16.10,5.32,24.3
125.0,1650,16.10,5.37,24.3
125.1,1650,16.10,5.36,24.3
125.2,1650,16.10,5.33,24.3
125.3,1650,16.11,5.39,24.3
125.4,1650,16.11,5.32,24.3
125.5,1650,16.11,5.38,24.2
125.6,1650,16.11,5.35,24.3
125.7,1650,16.12,5.33,24.3
125.8,1650,16.12,5.39,24.3
125.9,1650,16.12,5.31,24.3
126.0,1650,16.12,5.39,24.2
126.1,1650,16.13,5.34,24.3
126.2,1650,16.13,5.34,24.3
126.3,1650,16.13,5.38,24.3
126.4,1650,16.13,5.31,24.2
126.5,1650,16.13,5.39,24.2
126.6,1650,16.14,5.33,24.3
126.7,1650,16.14,5.36,24.3
126.8,1650,16.14,5.37,24.3
126.9,1650,16.14,5.32,24.2
127.0,1650,16.15,5.39,24.2
127.1,1650,16.15,5.32,24.3
127.2,1650,16.15,5.37,24.3
127.3,1650,16.15,5.36,24.3
127.4,1650,16.15,5.32,24.2
127.5,1650,16.15,5.39,24.2
127.6,1650,16.16,5.32,24.3
127.7,1650,16.16,5.38,24.3
127.8,1650,16.16,5.35,24.2
127.9,1650,16.16,5.33,24.2
128.0,1650,16.16,5.39,24.2
128.1,1650,16.16,5.31,24.3
128.2,1650,16.16,5.38,24.3
128.3,1650,16.16,5.34,24.2
128.4,1650,16.16,5.34,24.2
128.5,1650,16.16,5.38,24.2
128.6,1650,16.16,5.31,24.3
128.7,1650,16.16,5.39,24.3
128.8,1650,16.16,5.33,24.2
128.9,1650,16.16,5.35,24.2
129.0,1650,16.16,5.38,24.2
129.1,1650,16.16,5.32,24.3
129.2,1650,16.16,5.39,24.3
129.3,1650,16.16,5.32,24.2
129.4,1650,16.16,5.36,24.2
129.5,1650,16.16,5.37,24.2
129.6,1650,16.16,5.32,24.3
129.7,1650,16.16,5.39,24.2
129.8,1650,16.16,5.32,24.2
129.9,1650,16.16,5.37,24.2
130.0,1650,16.16,5.36,24.2
130.1,1650,16.15,5.33,24.2
130.2,1650,16.15,5.39,24.2
130.3,1650,16.15,5.31,24.2
130.4,1650,16.15,5.38,24.1
130.5,1650,16.15,5.35,24.2
130.6,1650,16.15,5.34,24.2
130.7,1650,16.14,5.39,24.2
130.8,1650,16.14,5.31,24.1
130.9,1650,16.14,5.39,24.1
131.0,1650,16.14,5.34,24.2
131.1,1650,16.14,5.35,24.2
131.2,1650,16.13,5.38,24.2
131.3,1650,16.13,5.31,24.1
131.4,1650,16.13,5.39,24.1
131.5,1650,16.13,5.33,24.2
131.6,1650,16.12,5.36,24.2
131.7,1650,16.12,5.37,24.2
131.8,1650,16.12,5.32,24.1
131.9,1650,16.12,5.39,24.1
132.0,1650,16.11,5.32,24.2
132.1,1650,16.11,5.37,24.2
132.2,1650,16.11,5.36,24.2
132.3,1650,16.11,5.33,24.1
132.4,1650,16.10,5.39,24.1
132.5,1650,16.10,5.32,24.2
132.6,1650,16.10,5.38,24.2
132.7,1650,16.10,5.35,24.1
132.8,1650,16.09,5.33,24.1
132.9,1650,16.09,5.39,24.1
133.0,1650,16.09,5.31,24.2
133.1,1650,16.09,5.39,24.2
133.2,1650,16.09,5.34,24.1
133.3,1650,16.08,5.34,24.1
133.4,1650,16.08,5.38,24.1
133.5,1650,16.08,5.31,24.2
133.6,1650,16.08,5.39,24.2
133.7,1650,16.08,5.33,24.1
133.8,1650,16.07,5.36,24.1
133.9,1650,16.07,5.37,24.1
134.0,1650,16.07,5.32,24.2
134.1,1650,16.07,5.39,24.2
134.2,1650,16.07,5.32,24.1
134.3,1650,16.07,5.37,24.1
134.4,1650,16.07,5.36,24.1
134.5,1650,16.07,5.32,24.2
134.6,1650,16.07,5.39,24.1
134.7,1650,16.07,5.32,24.1
134.8,1650,16.07,5.38,24.1
134.9,1650,16.06,5.35,24.1
135.0,1650,16.06,5.33,24.2
135.1,1650,16.06,5.39,24.1
135.2,1650,16.06,5.31,24.1
135.3,1650,16.06,5.38,24.1
135.4,1650,16.07,5.34,24.1
135.5,1650,16.07,5.34,24.1
135.6,1650,16.07,5.38,24.1
135.7,1650,16.07,5.31,24.1
135.8,1650,16.07,5.39,24.0
135.9,1650,16.07,5.33,24.1
136.0,1650,16.07,5.35,24.1
136.1,1650,16.07,5.38,24.1
136.2,1650,16.07,5.32,24.0
136.3,1650,16.07,5.39,24.0
136.4,1650,16.08,5.32,24.1
136.5,1650,16.08,5.36,24.1
136.6,1650,16.08,5.37,24.1
136.7,1650,16.08,5.32,24.0
136.8,1650,16.08,5.39,24.0
136.9,1650,16.08,5.32,24.1
137.0,1650,16.09,5.37,24.1
137.1,1650,16.09,5.36,24.1
137.2,1650,16.09,5.33,24.0
137.3,1650,16.09,5.39,24.0
137.4,1650,16.09,5.31,24.1
137.5,1650,16.10,5.38,24.1
137.6,1650,16.10,5.35,24.1
137.7,1650,16.10,5.34,24.0
137.8,1650,16.10,5.39,24.0
137.9,1650,16.11,5.31,24.1
138.0,1650,16.11,5.39,24.1
138.1,1650,16.11,5.34,24.0
138.2,1650,16.11,5.35,24.0
138.3,1650,16.12,5.38,24.0
138.4,1650,16.12,5.31,24.1
138.5,1650,16.12,5.39,24.1
138.6,1650,16.12,5.33,24.0
138.7,1650,16.13,5.36,24.0
138.8,1650,16.13,5.37,24.0
138.9,1650,16.13,5.32,24.1
139.0,1650,16.13,5.39,24.1
139.1,1650,16.14,5.32,24.0
139.2,1650,16.14,5.37,24.0
139.3,1650,16.14,5.36,24.0
139.4,1650,16.14,5.33,24.1
139.5,1650,16.14,5.39,24.1
139.6,1650,16.15,5.32,24.0
139.7,1650,16.15,5.38,24.0
139.8,1650,16.15,5.35,24.0
139.9,1650,16.15,5.33,24.1
140.0,1500,16.24,0.10,24.0
140.1,1500,16.24,0.03,24.0
140.2,1500,16.24,0.10,24.0
140.3,1500,16.24,0.06,24.0
140.4,1500,16.24,0.06,24.0
140.5,1500,16.24,0.10,24.0
140.6,1500,16.25,0.03,23.9
140.7,1500,16.25,0.11,23.9
140.8,1500,16.25,0.05,24.0
140.9,1500,16.25,0.07,24.0
141.0,1500,16.25,0.09,24.0
141.1,1500,16.25,0.03,23.9
141.2,1500,16.25,0.11,23.9
141.3,1500,16.25,0.04,24.0
141.4,1500,16.25,0.08,24.0
141.5,1500,16.25,0.08,23.9
141.6,1500,16.25,0.04,23.9
141.7,1500,16.25,0.11,23.9
141.8,1500,16.25,0.03,23.9
141.9,1500,16.25,0.09,23.9
142.0,1500,16.25,0.07,23.9
142.1,1500,16.25,0.05,23.8
142.2,1500,16.24,0.11,23.9
142.3,1500,16.24,0.03,23.9
142.4,1500,16.24,0.10,23.9
142.5,1500,16.24,0.06,23.9
142.6,1500,16.24,0.06,23.8
142.7,1500,16.24,0.10,23.8
142.8,1500,16.24,0.03,23.9
142.9,1500,16.24,0.11,23.9
143.0,1500,16.23,0.05,23.8
143.1,1500,16.23,0.07,23.8
143.2,1500,16.23,0.09,23.8
143.3,1500,16.23,0.03,23.9
143.4,1500,16.23,0.11,23.8
143.5,1500,16.22,0.04,23.8
143.6,1500,16.22,0.08,23.7
143.7,1500,16.22,0.08,23.8
143.8,1500,16.22,0.04,23.8
143.9,1500,16.21,0.11,23.8
144.0,1500,16.21,0.04,23.8
144.1,1500,16.21,0.09,23.7
144.2,1500,16.21,0.07,23.8
144.3,1500,16.20,0.05,23.8
144.4,1500,16.20,0.11,23.8
144.5,1500,16.20,0.03,23.7
144.6,1500,16.20,0.10,23.7
144.7,1500,16.19,0.06,23.7
144.8,1500,16.19,0.05,23.8
144.9,1500,16.19,0.10,23.7
145.0,1500,16.19,0.03,23.7
145.1,1500,16.18,0.10,23.7
145.2,1500,16.18,0.05,23.7
145.3,1500,16.18,0.06,23.8
145.4,1500,16.18,0.10,23.7
145.5,1500,16.18,0.03,23.7
145.6,1500,16.17,0.11,23.6
145.7,1500,16.17,0.04,23.7
145.8,1500,16.17,0.08,23.7
145.9,1500,16.17,0.09,23.7
146.0,1500,16.17,0.04,23.6
146.1,1500,16.16,0.11,23.6
146.2,1500,16.16,0.04,23.7
146.3,1500,16.16,0.09,23.7
146.4,1500,16.16,0.08,23.6
146.5,1500,16.16,0.04,23.6
146.6,1500,16.16,0.11,23.6
146.7,1500,16.15,0.03,23.7
146.8,1500,16.15,0.09,23.7
